1.443908510969348080e-01,5.088587905581062332e-01,9.159464915797852491e-01,5.946292078304709072e-01,2.686480860414016125e-01,5.094950715236737371e-02,8.346836191602601263e-01,1.179111111111111054e-01
2.008713241014470074e-01,5.400844992644119325e-01,9.602451730148200415e-01,5.791533666098529487e-01,2.367295015612350673e-01,4.109210101471831578e-02,8.814015375517444406e-01,3.709999999999999964e-01
2.872257662984284976e-01,8.346005365946139731e-01,7.795687727066563655e-01,4.990622654613219300e-01,8.997340117959985728e-02,1.265273378972076312e-01,6.522767593140152975e-01,5.733333333333334031e-02
2.307452932939162982e-01,3.223898153550465162e-01,9.505096964820222150e-01,5.933610299449461056e-01,4.107783046143170802e-01,4.551856930885238989e-02,7.988172678888230127e-01,2.202811111111111220e-01
2.312120740625486226e-01,4.271841272154119351e-01,9.187317700663456543e-01,5.187456336939794133e-01,4.415404186423036448e-01,6.703054313006315268e-02,8.531933767001772528e-01,7.417222222222221717e-01
1.895129920647269373e-01,5.656387616651779027e-01,8.208628888784903488e-01,4.436084749614701006e-01,5.168266450792181610e-01,6.054933373965600690e-02,7.369012418687166388e-01,5.888544444444444581e-01
3.404387739225143705e-01,2.535677909358488580e-01,9.828567898312102757e-01,5.707876129777306184e-01,4.484792413553833068e-01,5.204784812239019592e-02,9.218805440567711118e-01,9.349266666666666836e-01
2.145635599813287553e-01,1.960978424994607450e-01,9.397943108385470312e-01,5.955586322652017817e-01,4.916155892216953482e-01,4.615979727401022664e-02,8.694263749260792151e-01,1.295355555555555427e-01
1.325657382915824134e-01,3.648127071743152983e-01,9.579214060288876453e-01,5.660777448506768561e-01,2.230831502255117005e-01,5.772774929891199419e-02,8.858367829686575323e-01,5.316566666666666663e-01
3.211451688190446463e-01,2.193968728782584865e-01,9.051252855392144525e-01,5.929087361975242665e-01,2.467907944952006383e-01,7.524043781267800157e-02,8.256948551153162619e-01,4.122333333333334099e-02
2.072506612727555708e-01,5.857054492699321768e-01,9.528836211128206557e-01,5.903923620247297777e-01,2.829883196484329067e-01,4.846985049502436360e-02,9.255470136014192217e-01,1.190577777777777624e-01
2.610860432550178856e-01,1.350961733706300960e-01,4.942699478329909413e-01,2.089808133705651216e-01,5.820515785821671617e-01,2.008440265125543134e-01,6.707569485511530871e-01,3.053677777777777935e-01
4.569783724910533307e-01,4.640461813397560031e-01,6.524041568454022055e-01,3.346688012740416940e-01,1.549670405921128868e-01,3.340357817902141480e-01,6.039030159668834497e-01,8.657555555555557225e-01
2.774233701571495181e-01,4.879902925638566202e-01,7.768143839891903379e-01,6.706519061791131886e-01,2.670290274083497173e-01,1.077838907572476052e-01,5.138971023063274579e-01,2.101111111111111235e-02
9.864633577096623696e-02,4.232393588700453235e-01,9.499631616565601400e-01,5.831827399327760286e-01,2.740834971666473302e-02,5.760802922620926469e-02,8.236250739207569005e-01,4.341111111111111559e-02
2.004045433328146830e-01,2.774461900333478614e-01,6.314755736857091684e-01,3.656776273514092956e-01,5.505955822828726420e-01,4.580925327325562901e-01,4.811649911295088344e-01,5.602744444444445193e-01
7.110627042165861278e-01,2.138339944340604537e-01,8.510608494808835633e-01,6.348667311431136495e-01,6.111946339771018311e-01,9.540420036061138254e-02,6.159373151981075711e-01,1.471111111111111057e-02
1.000466780768632380e-01,2.900049610614834905e-01,9.586557261832998611e-01,5.373714711703819757e-01,1.368104544928877009e-01,5.844652322025228192e-02,8.683619160260200864e-01,1.616555555555555523e-01
4.554224365956122123e-01,2.782665712412306647e-01,8.290000492401269350e-01,6.667190794571056234e-01,6.882155660922862905e-01,1.408715258504660284e-01,5.779420461265523112e-01,7.136666666666666159e-02
3.706239302940718683e-01,3.871487079710237977e-01,6.406856183046043540e-01,4.103153973901045304e-01,4.679079449520064382e-01,2.986838954734928886e-01,5.691306918982850238e-01,2.335566666666666624e-01
1.751983818266687476e-01,8.251830909229310174e-02,9.617706994330655901e-01,5.422815287678058871e-01,4.952006476234531718e-01,3.588291739677772207e-02,9.714074512123004324e-01,6.640466666666667850e-01
1.439240703283024558e-01,5.525677625694339623e-01,8.426729008949163102e-01,6.313494096184691928e-01,4.758875910720480329e-01,5.203379008355010077e-02,7.675340035481962309e-01,5.897777777777778174e-02
5.416212852030495295e-01,5.142649394581116917e-01,8.275794257010830046e-01,6.933026351246245333e-01,3.381519602174163919e-01,1.092051131354687121e-01,6.252808988764042564e-01,6.755555555555559782e-04
8.318033297028162298e-01,1.850108598472580967e-01,7.619301028751646054e-01,6.959570130461162352e-01,3.208049034347171813e-01,1.296727107163976878e-01,5.403903015966882162e-01,5.056888888888889239e-02
6.222187645868989536e-01,1.243328535531791901e-01,9.598439118558909078e-01,5.362183275327563337e-01,6.111946339771018311e-01,7.393031928980603462e-02,8.299526907155528876e-01,9.910222222222221655e-02
5.948342928271354024e-01,3.731675346993700848e-01,7.579664255735480971e-01,6.647903883657051427e-01,8.461894298600670661e-01,1.436731569457595503e-01,5.683619160260200420e-01,7.826777777777778333e-02
2.393029407188423663e-01,3.517274228336579323e-01,9.184289891613610646e-01,5.084567912877244744e-01,5.466635827454607854e-01,6.242268078637949053e-02,7.564754583086930051e-01,1.205555555555555720e-02
6.173953633110315087e-01,7.126788283078863140e-01,9.652407521077679409e-01,5.700957267951551888e-01,3.904244246559500087e-01,7.363011213780143449e-02,7.828208160851565234e-01,5.664344444444444626e-01
2.500388983973860224e-01,2.728279744277790630e-01,8.137466200934583282e-01,6.623770968306383899e-01,8.717474268532439119e-01,9.887562898386681454e-02,6.092844470727378781e-01,4.335555555555556384e-02
3.897619418079975584e-01,4.260841633570815468e-01,8.893286857993614181e-01,6.185936801752853764e-01,2.080490343471724235e-01,6.521025384283293813e-02,7.632761679479597161e-01,1.511444444444444424e-01
4.904309942430371549e-01,4.870762409643275559e-01,9.081849018760488335e-01,5.792962257001823545e-01,4.726494738059442424e-01,1.501398548122027388e-01,6.368421052631576540e-01,1.855100000000000360e-01
3.359265598257351604e-01,1.083839898321708184e-01,9.696683876243962219e-01,5.695866628994196157e-01,7.158552098993870016e-02,4.880815039743436473e-02,9.107924305144884380e-01,9.675455555555555476e-01
4.613349929982884512e-01,4.404204270022964995e-01,9.819248974903131977e-01,5.445308591508344342e-01,2.831039666936509547e-01,4.738466059359389138e-02,9.426966292134830727e-01,1.145888888888888929e-01
3.055858098646335730e-01,6.457116409032275239e-01,8.555533229286803598e-01,5.779096521763975591e-01,6.724875679426390862e-01,1.486628537637451619e-01,6.522471910112359605e-01,2.933222222222222134e-02
3.863388828380270312e-01,2.893037596111638354e-01,9.342118261328057338e-01,5.237539185874989789e-01,3.491384295131259030e-01,3.653412203466077646e-02,9.403607332939089014e-01,2.341044444444444761e-01
4.804730045122140858e-01,3.418469311518539944e-01,4.436137849111735365e-01,8.578710783545695495e-01,6.226436914536832568e-01,8.020655340422212787e-02,8.062389118864575765e-01,9.665555555555555012e-02
