4.495404502682699976e-01,2.144306927047052169e-01,-6.075916959323501843e-01,6.966002877054159326e-01,-6.406343489625438981e-01
7.925897793417781001e-01,5.153246838666715457e-02,-7.279177467171403793e-01,1.030996857131593503e+00,2.364471741212370026e-01
-6.065696515326809424e-01,-7.915039762746028940e-01,3.149615369789601771e-01,-6.090278368452751723e-01,-8.505671114462023397e-01
7.171981743414127530e-01,2.010818916459181649e-01,-6.738853327818992156e-01,4.398768454813941631e-01,-2.858703136377656606e-01
4.711096682482376896e-01,-5.843174532294953538e-01,-4.112958829462228239e-01,8.290890550856605534e-01,1.521187933524623892e+00
-2.867876989207080451e-01,-1.375208853790117480e+00,-4.904098323328089926e-01,-3.304430707477043656e-03,9.914234545212449179e-01
9.676943135366763427e-01,-3.652519467201932601e-02,-5.941846160684883804e-01,1.320736669501491267e+00,2.190739446211866781e+00
6.342181456660924699e-01,2.242137854553432064e-01,-6.660580780636908838e-01,9.452812807913396620e-01,-6.003497458608557658e-01
7.745945099652771226e-01,-8.610112038305847704e-02,-5.248519673092530979e-01,1.062743366887243690e+00,7.932041084622983851e-01
3.657409476255544800e-01,1.963210616997567715e-01,-3.110804519572250570e-01,6.322606946006318340e-01,-9.063964423935714221e-01
7.355818649047715097e-01,1.698337852651882474e-01,-6.378600331311923277e-01,1.346980450899494919e+00,-6.366605666646140138e-01
-2.815925941333376148e+00,-3.844892336852230308e+00,1.222120430872351671e+00,-4.767507128634010383e-01,8.998194899901374930e-03
-1.591333412889079257e+00,-2.521904477535989564e+00,2.847947518227938790e+00,-9.552764365802284274e-01,1.951026419879187790e+00
-6.278996589036688336e-01,1.014643255777588848e+00,8.616656384389317913e-02,-1.599518941221548696e+00,-9.764420565230695903e-01
7.129658044577845688e-01,9.394552691198700123e-02,-5.263133500854956237e-01,6.174456567146626718e-01,-8.988146814007188512e-01
-1.753404521527398785e+00,-2.195506536759729510e+00,4.362266671323562939e+00,-1.833808183218245125e+00,8.923792410838888856e-01
-5.293446021355607128e-02,6.379696141206639970e-01,-6.494816497673482070e-02,-8.691375734432325029e-01,-9.982747557762307045e-01
7.802810908777513266e-01,-3.882624660989673626e-01,-5.160781351109786641e-01,9.376621184499835948e-01,-4.890376347479137853e-01
-2.237734666186310672e-01,9.732464437766972232e-01,4.900562286279320223e-01,-1.141099340349965408e+00,-8.019344850674678948e-01
-1.682081865301557011e+00,-1.725650754889022309e+00,2.416418898134129911e+00,-1.204169073064522699e+00,-2.398637720721978894e-01
8.044034676347480151e-01,-3.365793522366957724e-01,-7.915045041061492537e-01,1.675239361772913993e+00,1.252002688482298343e+00
