Id,Label
0,1.6977252
1,1.1797475
2,2.4706867
3,-0.917276
4,-0.12520294
5,-2.886177
6,1.231553
7,2.140611
8,1.4391679
9,2.3575752
10,2.0655773
11,-3.7996802
12,-3.1337237
13,5.234311
14,1.4705935
15,-3.8758845
16,4.3845634
17,1.8403064
18,3.474844
19,-2.556744
20,2.6902807
21,1.2425736
22,4.0412655
23,3.435554
24,3.296132
25,3.3093746
26,2.4928002
27,0.19123615
28,4.3861237
29,2.2523856
30,1.6785871
31,1.3602132
32,1.9043741
33,1.3100253
34,1.125866
35,-2.0777848
36,1.2247916
37,-2.9024081
38,-5.1046767
39,3.139804
40,3.426754
41,2.234023
42,4.1106176
43,5.928914
44,1.5351007
45,5.795108
46,-2.639159
47,2.3327835
48,2.8874588
49,2.6714578
50,1.8612514
51,-1.2601503
52,-4.31472
53,-6.1408377
54,-0.9754886
55,2.1665142
56,0.4429741
57,1.5896678
58,0.3293084
59,1.9955769
60,2.3102665
61,-4.654888
62,1.3866822
63,0.5376859
64,1.0088897
65,6.943161
66,-4.0254316
67,6.542468
68,-0.021344438
69,1.613377
70,2.256944
71,2.3219883
72,3.583364
73,2.668672
74,2.0983377
75,2.2025042
76,4.236666
77,1.9117125
78,2.4772816
79,5.616217
80,-2.9814215
81,2.1041684
82,2.058272
83,2.0785832
84,-2.9471486
85,2.371364
86,0.89332724
87,-3.4040723
88,-6.3206897
89,2.8884506
90,0.21205053
91,-0.25639892
92,-3.9342384
93,3.2761154
94,2.7492635
95,1.5728124
96,4.4244337
97,-5.7183857
98,-0.76900303
99,-3.512278
100,2.0823417
101,1.7234771
102,-2.0741582
103,1.1708707
104,1.1687244
105,3.851851
106,0.14496592
107,2.1550822
108,-0.10660952
109,3.4357846
110,2.6922684
111,1.2363008
112,2.3093643
113,0.33490163
114,4.8579597
115,-3.8257165
116,-1.2693608
117,-3.280976
118,3.001938
119,-1.22072
120,1.6402799
121,2.0172377
122,1.2156717
123,2.8247676
124,3.190964
125,-2.9281533
126,-3.1052334
127,2.2468185
128,2.106646
129,1.2308487
130,1.8379056
131,2.6133327
132,2.4288416
133,5.7590175
134,-3.5286894
135,2.2453833
136,0.4634714
137,2.2475274
138,-3.745982
139,2.4173741
140,-4.4042134
141,-3.4853663
142,-1.3437665
143,1.8412608
144,2.3345792
145,2.0503612
146,2.4403796
147,2.238089
148,1.924482
149,-3.3892298
150,1.7738303
151,2.8848248
152,0.85624313
153,2.0765157
154,3.4777849
155,0.6633405
156,0.38194227
157,-0.19995664
158,4.5924573
159,1.2368393
160,2.2811356
161,2.026977
162,1.2039462
163,-2.163563
164,-10.659914
165,1.6118354
166,2.4434545
167,2.3689497
168,3.4102147
169,-1.0014292
170,2.0257413
171,0.90642077
172,3.0419705
173,-2.290965
174,3.1803927
175,3.6218042
176,1.7979281
177,1.0176542
178,-3.3016307
179,5.933234
180,-0.69566363
181,-0.24391751
182,3.4821627
183,2.0106757
184,-1.3121397
185,1.5928668
186,-0.099219695
187,-2.762326
188,2.3203576
189,4.199068
190,-3.3845515
191,0.07568665
192,-2.3237314
193,0.070355624
194,1.2022048
195,0.5761952
196,2.1317432
197,-0.30605578
198,1.9131736
199,2.3243861
200,0.30661613
201,-0.23247583
202,2.2478652
203,5.1768875
204,6.225354
205,2.4819956
206,0.363703
207,-2.322557
208,0.29777688
209,1.9810363
210,2.3867738
211,2.3044674
212,1.7403215
213,-3.4821472
214,1.1682872
215,1.155637
216,-3.0768127
217,1.7141039
218,2.2828498
219,4.214957
220,-5.1097507
221,2.8715997
222,-0.014406294
223,1.9223299
224,2.1839669
225,0.4259165
226,5.9548388
227,2.214542
228,0.9076268
229,1.1903654
230,2.43667
231,1.4484948
232,2.0837522
233,1.0235631
234,1.1765412
235,2.0897677
236,-1.6667475
237,2.5334458
238,0.3714971
239,0.044874735
240,4.794302
241,-0.39629084
242,1.6208498
243,-2.184811
244,1.6085569
245,-2.2093372
246,-0.28807062
247,3.1627843
248,2.053685
249,-3.0242536
250,2.116603
251,-3.0347488
252,1.1979848
253,1.0956296
254,0.54994977
255,1.1279198
256,-2.353774
257,2.183888
258,-5.5262537
259,1.2706705
260,2.3558793
261,2.1307027
262,5.0214334
263,-2.114036
264,1.2673767
265,-1.7828106
266,3.4889717
267,-1.9761375
268,2.196072
269,2.6606688
270,-0.35686326
271,-0.32018417
272,1.7823156
273,-5.6191688
274,1.4390749
275,2.024864
276,-0.15646985
277,4.02044
278,-0.5791548
279,-3.5411625
280,3.8690658
281,2.2894602
282,5.687948
283,0.2682957
284,1.9239005
285,1.8810047
286,2.8122454
287,1.4156852
288,-0.08057529
289,1.9240062
290,2.4050808
291,1.2298275
292,4.009056
293,-0.9898948
294,2.751716
295,1.1904656
296,0.14246023
297,-2.606382
298,-1.0563527
299,2.5040498
300,3.854712
301,4.103017
302,2.0434058
303,1.4909924
304,2.3242416
305,2.361562
306,-3.232885
307,2.6750066
308,3.2234764
309,2.0087888
310,5.231286
311,2.4951963
312,1.0458419
313,-1.5871488
314,-2.0263271
315,-0.5031193
316,4.238302
317,3.919313
318,1.1829094
319,1.9518639
320,2.052894
321,2.0124545
322,-2.6742082
323,-0.11886789
324,6.804896
325,6.3180428
326,1.8151705
327,2.4466286
328,1.7440437
329,-3.27592
330,-1.9512485
331,1.8447624
332,1.9321645
333,0.06375297
334,1.2713462
335,-5.4997354
336,2.8169217
337,-4.109166
338,2.2106824
339,-1.53647
340,2.4573996
341,2.6723423
342,-3.0646172
343,-0.3205719
344,-0.20124511
345,-0.11199002
346,-1.5172242
347,1.2587729
348,-2.8902667
349,-2.3991516
350,-1.4098703
351,2.433918
352,2.3446631
353,-1.9285779
354,0.30992094
355,-3.375029
356,-0.07767819
357,1.1897646
358,-1.5088916
359,-2.1076946
360,3.3679848
361,-1.5270936
362,2.355986
363,2.245862
364,-3.4296186
365,2.8408577
366,1.50018
367,4.357996
368,0.90182793
369,5.931591
370,1.624737
371,2.3154955
372,4.6533957
373,4.4591646
374,2.4000018
375,3.303782
376,2.4591165
377,2.2260668
378,0.62174886
379,2.1668358
380,1.4414347
381,-3.673112
382,2.9792967
383,-2.5150602
384,4.109187
385,2.1727264
386,1.1777706
387,1.9924437
388,-3.4745407
389,1.5641364
390,4.915915
391,-2.490675
392,3.1036425
393,2.276049
394,1.7439014
395,-2.2047904
396,-1.637782
397,1.1434473
398,-0.9850047
399,-2.0913482
400,-1.5883332
401,1.050957
402,2.2634153
403,1.4652144
404,0.2330359
405,2.337031
406,2.2006357
407,-3.0011787
408,-3.622273
409,-1.1316155
410,0.9639903
411,2.2479157
412,2.9691968
413,-3.2186508
414,-3.7235997
415,2.5142016
416,-3.3859563
417,-1.3366164
418,1.1949178
419,-3.351473
420,-3.901776
421,1.5473169
422,-3.0150003
423,1.1826096
424,-1.1301508
425,2.4840012
426,-3.8864756
427,0.5795057
428,2.1592956
429,6.213817
430,3.8465095
431,1.7004907
432,2.028522
433,-4.5337267
434,4.1342955
435,2.5456672
436,2.2864223
437,3.625362
438,2.1655874
439,1.4317932
440,1.6165667
441,-2.2073557
442,-3.2912645
443,2.385426
444,-1.2336215
445,1.5160416
446,1.1717769
447,1.4043285
448,2.8591714
449,1.6793076
450,-1.2356688
451,2.4662545
452,2.2183123
453,7.0595274
454,2.4469547
455,1.3971723
456,3.9096403
457,-4.27997
458,4.3414965
459,-2.7504435
460,2.3833313
461,1.9571269
462,1.2032847
463,1.3382343
464,2.3311267
465,2.107448
466,-2.766502
467,-1.0026333
468,-4.870006
469,2.166695
470,2.4349227
471,3.9536355
472,1.0082612
473,3.5801566
474,1.1798431
475,-1.6409101
476,0.40306258
477,-2.8822615
478,-2.6346219
479,-3.4139264
480,4.99994
481,-1.040857
482,-0.9981691
483,1.1546017
484,-1.6581533
485,2.4237063
486,2.3422499
487,-3.6537757
488,1.089816
489,2.4970214
490,-1.8525611
491,-1.767865
492,4.8711405
493,-3.5305934
494,4.8742294
495,0.86102456
496,4.366712
497,3.2696166
498,2.4250405
499,-3.2217302
500,1.5630766
501,0.30171037
502,2.2583218
503,-1.1503793
504,1.1053379
505,6.296281
506,2.493565
507,1.1449758
508,2.7964642
509,2.4642427
510,-5.673774
511,-5.315111
512,-0.21936922
513,3.282215
514,-5.677061
515,1.2305403
516,2.1182895
517,2.3996851
518,2.533462
519,3.7642756
520,-3.0860581
521,1.9893631
522,-4.988313
523,2.319438
524,1.1662828
525,3.402065
526,-1.0125324
527,2.3998036
528,1.377767
529,1.2438693
530,2.7971516
531,1.6403667
532,2.203537
533,-6.442045
534,-0.5389959
535,3.0411508
536,-0.13452406
537,0.9961669
538,1.0621578
539,2.1352358
540,-3.293938
541,-2.7557206
542,3.9094753
543,2.1736064
544,3.603547
545,2.2492235
546,1.1629859
547,2.2860467
548,-0.16800968
549,0.25883108
550,2.3214417
551,-4.0358105
552,3.4655719
553,3.5134606
554,2.7373576
555,1.6771351
556,1.3243121
557,6.257049
558,2.2815037
559,2.4123096
560,1.453019
561,1.1879207
562,-0.027721837
563,1.2162141
564,1.1453568
565,1.1592504
566,-0.13388462
567,2.3461018
568,1.1503192
569,-0.08508493
570,6.0536942
571,5.9398894
572,-0.95617324
573,2.4714437
574,2.3089259
575,2.237639
576,1.0270449
577,2.9552593
578,-0.7850167
579,4.59862
580,2.2306013
581,-2.9524698
582,2.0467517
583,1.8230084
584,2.7225037
585,-4.0296516
586,1.9569052
587,1.5020998
588,-1.2722133
589,2.565905
590,-4.4771194
591,2.5323005
592,1.1355561
593,2.2170997
594,-0.27930117
595,0.59338313
596,2.0853963
597,2.6704564
598,1.9640294
599,2.3389406
600,2.9657722
601,0.43966335
602,2.5695128
603,4.1334305
604,-3.548111
605,3.036561
606,-2.8450704
607,2.1775498
608,2.717462
609,0.37373573
610,4.4804964
611,2.7664254
612,1.2947706
613,-2.8678129
614,0.8597681
615,-2.4672604
616,2.6668055
617,4.3968625
618,2.9204803
619,-0.121704206
620,2.302885
621,1.1789869
622,2.7424994
623,-2.4772458
624,2.10647
625,4.3427258
626,0.36505914
627,2.1431525
628,1.3975964
629,2.3509128
630,-1.3830997
631,3.6661456
632,-1.0389932
633,2.2332997
634,1.2279019
635,2.7507427
636,2.7531953
637,0.14059868
638,-1.5876201
639,1.2983282
640,3.5111866
641,-2.6913347
642,2.2961767
643,1.7088412
644,1.9068234
645,4.635725
646,1.274631
647,2.7120242
648,-0.18332736
649,-0.29117274
650,-1.1049908
651,4.134687
652,4.7893505
653,0.05266289
654,2.173112
655,0.8045574
656,6.303735
657,-0.13188438
658,3.5075476
659,0.28887874
660,-1.3488684
661,-0.63753754
662,4.205222
663,1.4391968
664,2.2347167
665,1.2089009
666,0.53173393
667,2.5981224
668,2.1470432
669,1.1485051
670,-0.21315943
671,-2.936479
672,5.765093
673,-0.30649877
674,0.2189348
675,2.2412124
676,1.2962141
677,-2.7143521
678,-4.262725
679,1.1893429
680,1.7443676
681,1.3211098
682,-2.2010012
683,1.860913
684,1.1702074
685,-0.33712488
686,2.2338743
687,0.23660915
688,0.33185124
689,-3.8160357
690,4.008988
691,-2.4364448
692,5.7005854
693,1.1618352
694,1.166421
695,-0.8655804
696,3.4057074
697,-1.1886574
698,1.9292959
699,2.2667754
700,4.4303713
701,2.7624607
702,3.1742005
703,1.879361
704,2.2778263
705,0.36154056
706,0.5236392
707,0.44762647
708,0.527422
709,2.6830745
710,2.028682
711,1.1805974
712,-2.0505543
713,3.623524
714,0.36152524
715,2.2468295
716,-5.506257
717,-6.9644156
718,-4.379879
719,2.0665326
720,-0.15253828
721,2.4821086
722,6.7029943
723,2.375807
724,3.2600884
725,2.2893558
726,2.3790421
727,2.028682
728,-6.5790443
729,-3.365153
730,4.069811
731,5.9419518
732,-3.2891078
733,1.2675966
734,3.3646045
735,1.7540802
736,0.6206688
737,3.179143
738,1.2192813
739,1.9171909
740,-0.7939041
741,2.0803275
742,-0.5528434
743,-5.8945007
744,1.2475828
745,2.489969
746,-1.1945539
747,2.250143
748,5.553808
749,2.2150483
750,2.2884383
751,2.7644997
752,1.1709541
753,-1.8825961
754,1.6628426
755,1.8249987
756,-1.5525403
757,-1.142785
758,3.494372
759,1.5615746
760,0.08923918
761,-1.1983072
762,1.6988786
763,1.1676313
764,-3.2146454
765,2.292296
766,1.2221836
767,-0.85695547
768,3.1063335
769,2.0660498
770,2.109425
771,3.550228
772,-7.7072935
773,2.81327
774,-9.551506
775,-0.28076506
776,4.768693
777,-0.37803632
778,-1.6144028
779,1.7939976
780,-4.2563887
781,3.3969796
782,1.55839
783,3.4668152
784,1.4130236
785,2.3071609
786,2.33875
787,1.2222587
788,-0.0506562
789,2.637913
790,1.1529144
791,3.4093149
792,1.1614324
793,-0.16291852
794,-3.247421
795,2.3097587
796,1.8467578
797,2.4230616
798,1.3209482
799,3.8380563
800,2.3558078
801,-0.97021526
802,2.1356046
803,-0.11158253
804,0.55304885
805,3.2209158
806,-3.0937507
807,-3.3821616
808,0.10600972
809,2.3264658
810,-2.6406138
811,2.0589614
812,2.656299
813,0.0069545507
814,1.6960031
815,3.1289506
816,1.0570071
817,0.48730707
818,0.045540407
819,1.3710102
820,1.837557
821,-2.1644373
822,0.7182409
823,1.9873668
824,2.4654956
825,1.1806942
826,2.3452923
827,2.5334802
828,6.8982115
829,2.8653245
830,-0.2872355
831,1.5556589
832,-0.08665106
833,3.5980911
834,2.5698767
835,3.835331
836,3.023681
837,1.1468873
838,2.040565
839,-0.4877001
840,-1.4215485
841,2.22585
842,6.364832
843,1.1735023
844,3.0174944
845,-0.21060501
846,-3.5063863
847,2.5300212
848,1.0718061
849,0.070048034
850,1.0299398
851,1.9019704
852,2.7253408
853,2.7500627
854,1.5551436
855,1.2020067
856,2.2977657
857,2.4977736
858,0.16903628
859,-1.5847771
860,2.808252
861,2.351755
862,-4.4315224
863,2.6339505
864,1.7925991
865,-6.506625
866,2.3298855
867,2.3340054
868,2.5611749
869,0.5078149
870,2.2443612
871,-1.9758834
872,1.8716197
873,1.376386
874,2.1059518
875,1.8600068
876,-1.4416922
877,-2.3019874
878,0.081303075
879,-5.091215
880,0.54560864
881,2.010279
882,1.2429148
883,3.7777393
884,-0.03147693
885,-3.4491353
886,3.451721
887,2.3503866
888,2.2604077
889,3.0016732
890,5.4238415
891,-2.305869
892,2.7275224
893,4.5173435
894,-0.55857706
895,1.835775
896,-4.499508
897,1.3028406
898,2.4277363
899,2.5365078
900,3.7462568
901,3.8323097
902,-1.6638988
903,2.1587274
904,0.99875456
905,5.0135937
906,1.1716341
907,-4.4769325
908,2.2828085
909,-3.3122864
910,1.001724
911,0.8510668
912,-3.6563206
913,4.0915613
914,0.254283
915,-0.037880704
916,1.2652831
917,-5.82592
918,-0.9014926
919,-1.3523606
920,3.2232804
921,1.1660823
922,5.874525
923,2.199538
924,-3.5090718
925,6.8991137
926,-2.7441058
927,-3.772234
928,2.1367931
929,0.6233322
930,-1.4417928
931,-2.191051
932,2.0731235
933,2.7017074
934,0.4686998
935,-1.6114559
936,3.598011
937,2.3942308
938,2.3396401
939,2.1634467
940,1.8499335
941,3.0803852
942,-4.026042
943,-0.1146213
944,2.2582183
945,1.2606889
946,2.0873911
947,-2.4741638
948,2.5492568
949,1.6202973
950,1.104407
951,2.7663264
952,1.6809763
953,3.8772182
954,2.4577067
955,1.1963412
956,2.451758
957,-0.25522208
958,1.3068705
959,2.4491458
960,2.016239
961,-3.0197818
962,3.0617123
963,2.4618087
964,4.3098392
965,2.3076985
966,1.1959018
967,-1.6977446
968,-3.126103
969,2.5288358
970,1.0183318
971,3.3518987
972,-4.69765
973,-6.899979
974,0.48288447
975,3.084062
976,2.8964164
977,2.5618622
978,1.8228276
979,1.1859082
980,-0.8943939
981,4.01505
982,1.1762353
983,2.856391
984,2.031831
985,3.6997325
986,-0.7147045
987,2.3920536
988,1.1274505
989,-2.1937451
990,2.590652
991,-2.9397976
992,1.3286268
993,-0.07362203
994,2.866026
995,2.4369206
996,-2.9274914
997,2.7198544
998,1.2006818
999,-1.3699508
1000,2.196835
1001,1.2715554
1002,0.8390536
1003,-1.6280206
1004,2.736783
1005,2.593248
1006,-5.662924
1007,4.148419
1008,-4.7955604
1009,-1.7541918
1010,2.912751
1011,4.127857
1012,0.18252975
1013,-4.069111
1014,2.1199818
1015,-0.4644485
1016,-3.5327177
1017,2.3492217
1018,4.385167
1019,-1.0864351
1020,0.058479153
