Id,Label
0,1.9209327
1,2.1771584
2,2.8360403
3,-3.0015028
4,-0.9307456
5,-3.5030298
6,1.2183677
7,1.9448636
8,1.1704859
9,2.9783602
10,2.1017637
11,-5.2037873
12,-5.623192
13,5.158967
14,2.286701
15,-5.7810516
16,3.5342426
17,2.0773492
18,4.5516167
19,-4.610347
20,0.59550667
21,2.214124
22,3.1731436
23,5.0147643
24,2.619362
25,3.7529178
26,3.2270598
27,0.18511844
28,4.102888
29,1.371806
30,1.2626606
31,1.5706854
32,0.58579147
33,1.0564426
34,2.6996264
35,0.97373325
36,1.273811
37,-3.4240994
38,-6.529114
39,2.4208035
40,5.1790996
41,2.754589
42,3.6004448
43,3.49644
44,1.6907017
45,3.6647177
46,-4.0722685
47,5.0063505
48,3.1584318
49,0.48994616
50,0.61258924
51,-1.7894425
52,-4.3763003
53,-5.158612
54,-1.8882005
55,2.9414108
56,-4.763762
57,2.4955173
58,1.0307173
59,2.545022
60,1.7527924
61,-5.483121
62,1.8298006
63,-0.0828838
64,1.6287332
65,4.2401543
66,-5.4908834
67,4.9896736
68,0.73080194
69,0.73667145
70,2.8872428
71,3.5125277
72,4.720857
73,2.0718932
74,1.9725231
75,2.118669
76,3.9864707
77,1.4148513
78,2.430083
79,4.903413
80,-3.722334
81,2.0172937
82,0.63129485
83,1.9407064
84,-2.927093
85,2.6393275
86,1.8515946
87,-5.598728
88,-6.305592
89,3.4508057
90,-0.259354
91,-0.9458462
92,-5.7727156
93,3.6782649
94,0.8439219
95,1.931917
96,4.096505
97,-5.783579
98,-4.8044386
99,-2.750131
100,1.4067422
101,2.1339514
102,-3.006806
103,2.3417268
104,1.80926
105,5.0063505
106,-0.6343622
107,2.3432004
108,0.90105087
109,2.858787
110,2.1607013
111,1.49444
112,1.6858594
113,0.61327004
114,3.5312214
115,-4.6875653
116,2.4206681
117,-5.805845
118,2.9043229
119,-2.1995199
120,0.76786196
121,1.2298229
122,0.97797674
123,2.8298864
124,3.0332088
125,-4.0458107
126,-3.4594471
127,1.719801
128,2.808837
129,1.7607353
130,2.6896386
131,2.5323288
132,2.6435347
133,5.0063505
134,-4.581147
135,3.4322004
136,-0.33629107
137,-0.47049898
138,-4.6020703
139,5.076902
140,-3.8239598
141,-5.6661024
142,-2.7610078
143,2.3449519
144,3.325501
145,0.94878507
146,1.9617826
147,2.5181503
148,2.2463858
149,-6.1648293
150,2.0311384
151,1.151426
152,1.1353257
153,1.3261774
154,2.8850114
155,0.4483101
156,2.3452141
157,0.8251183
158,3.457517
159,0.4562623
160,2.7188187
161,2.0279965
162,0.99400723
163,-4.291407
164,-5.7716894
165,1.3500148
166,2.0795171
167,2.7947774
168,2.136021
169,-0.23966306
170,2.2435288
171,0.2251901
172,2.3355038
173,-3.3186178
174,3.7071166
175,3.0682473
176,1.9189965
177,1.3584076
178,-4.125594
179,5.0613117
180,-3.6923811
181,1.220609
182,3.2817988
183,2.247194
184,-2.546705
185,1.5298427
186,-1.3621057
187,-4.3609853
188,2.2040577
189,5.043058
190,-4.2496533
191,0.36571926
192,-3.111932
193,-2.3811216
194,0.8450027
195,0.43064055
196,2.497987
197,0.026927037
198,1.6700612
199,0.9029194
200,0.33716276
201,0.8619841
202,2.613201
203,3.5144253
204,4.9993315
205,2.3540814
206,0.08247059
207,-1.7747625
208,0.238209
209,1.4978232
210,2.838273
211,1.899019
212,2.637892
213,-3.9041204
214,0.5884437
215,0.71676975
216,-5.832377
217,2.0853484
218,2.7992792
219,4.4142313
220,-5.912736
221,1.3811996
222,-1.4602368
223,0.97359467
224,3.1541307
225,-0.40236998
226,4.2565303
227,2.2977645
228,1.7122442
229,1.5984169
230,3.3471777
231,1.2393463
232,1.8000337
233,0.011628844
234,-1.2404386
235,0.8265659
236,-2.0972764
237,2.899627
238,0.8884507
239,0.9298132
240,3.2972944
241,-1.6551439
242,2.7374816
243,-3.8065355
244,0.7857291
245,-3.3287508
246,-0.15099938
247,3.8531408
248,1.5780914
249,-5.056439
250,1.8486505
251,-4.3302827
252,1.8081623
253,3.804967
254,1.4924409
255,1.5972004
256,-1.9269501
257,1.5793917
258,-5.0539994
259,0.5178793
260,2.22207
261,3.0093274
262,4.6382813
263,-2.1086545
264,0.0450253
265,-3.492609
266,3.12692
267,-2.4737084
268,1.9572244
269,3.0693111
270,-2.666539
271,-1.8582566
272,1.7858379
273,-6.522237
274,1.8995776
275,2.1629672
276,1.7075424
277,3.981898
278,-0.83168924
279,-4.4236007
280,4.6601934
281,2.2137263
282,5.221442
283,1.321137
284,1.7865705
285,2.2112932
286,2.9095976
287,2.0368867
288,2.509113
289,1.912185
290,2.565474
291,-0.5197061
292,3.3167691
293,-2.7672043
294,3.2677946
295,0.98516816
296,-0.09770863
297,-4.647239
298,-1.03684
299,2.0435903
300,5.0938654
301,3.8734198
302,2.2038627
303,1.5453641
304,2.0520911
305,2.5630434
306,-2.4404712
307,2.1116252
308,4.173367
309,2.191197
310,3.710294
311,2.2821257
312,0.52696794
313,-1.835879
314,-2.7631693
315,0.09828023
316,5.0239167
317,3.398837
318,1.4497871
319,1.6576903
320,2.2866168
321,1.631797
322,-3.6341136
323,0.7651959
324,4.1889634
325,3.9019299
326,2.3187857
327,1.8745497
328,1.6788888
329,-5.746756
330,-1.3942529
331,1.9620417
332,1.6383134
333,-1.1269171
334,1.1947918
335,-6.682381
336,1.8554109
337,-5.6175923
338,4.2758884
339,-1.1152349
340,2.8557801
341,2.7814498
342,-5.414398
343,-1.5129375
344,0.08658026
345,-2.0704985
346,-1.4092963
347,1.4547802
348,-3.9830892
349,-3.8215902
350,-1.7847463
351,3.0660698
352,2.7569356
353,-2.9822195
354,-1.103514
355,-4.437125
356,-0.66591316
357,1.5691686
358,-1.3671502
359,-3.0869834
360,2.5155478
361,-1.6877952
362,2.59367
363,1.6540322
364,-5.320602
365,4.4458284
366,0.40848446
367,5.0953016
368,-0.45792314
369,4.7522564
370,1.677525
371,2.2268486
372,4.7845564
373,4.7863507
374,2.4458566
375,3.3603318
376,1.8597698
377,2.6557367
378,-0.30623326
379,2.0927212
380,0.5231957
381,-6.0218587
382,2.791826
383,-2.8541
384,2.982241
385,2.2179728
386,2.4780643
387,1.5815853
388,-3.4743001
389,1.413277
390,3.4893062
391,-3.407392
392,3.1054523
393,-0.80299026
394,1.4274198
395,-2.2489634
396,-0.70309913
397,0.7489156
398,-0.47790927
399,-3.5866568
400,0.19252673
401,0.8719331
402,1.7005461
403,0.521135
404,1.2310228
405,3.3530498
406,1.7574644
407,-3.4304607
408,-4.2016745
409,-0.79721636
410,2.0453048
411,1.5169982
412,3.2745903
413,-2.915872
414,-4.9995813
415,2.2509665
416,-4.0936117
417,-1.2788061
418,1.1109495
419,-0.79778445
420,-6.05555
421,-0.18228982
422,-3.01209
423,0.8880729
424,-1.5781693
425,1.3207974
426,-3.820505
427,-2.2622042
428,1.8327104
429,5.025975
430,3.3370087
431,0.446789
432,2.7669628
433,-5.8398213
434,5.865283
435,3.077266
436,2.3981612
437,2.6928914
438,2.10038
439,1.2133956
440,0.7429414
441,-2.2288187
442,-3.3207352
443,2.8175204
444,-2.5873473
445,-0.774418
446,0.98808974
447,1.9155777
448,2.9322336
449,1.4487759
450,-2.9304872
451,2.8540974
452,2.38549
453,4.9147744
454,1.3308089
455,2.9275777
456,3.475572
457,-4.8503923
458,3.0040898
459,-2.939319
460,2.2169285
461,1.6963276
462,1.574365
463,2.0528145
464,1.647363
465,1.8564937
466,-5.462034
467,-4.4657106
468,-6.1259885
469,1.4600362
470,2.6341004
471,2.773277
472,0.21272986
473,2.814878
474,1.4368659
475,-1.2088442
476,3.2824209
477,-5.58832
478,-3.6640782
479,-4.79049
480,3.7004895
481,-0.47954518
482,-0.40309605
483,2.059253
484,-1.6917943
485,3.11489
486,1.3589244
487,-4.2741275
488,0.49108613
489,2.578028
490,-3.0315242
491,-3.1421392
492,5.050134
493,-3.4079192
494,5.350962
495,-0.65965533
496,5.0248523
497,2.754029
498,2.7461975
499,-3.8788
500,2.072403
501,-0.37006563
502,1.724196
503,1.517902
504,0.55499905
505,5.1069436
506,2.0830889
507,0.14141296
508,2.360201
509,2.9996328
510,-6.3703823
511,-6.5817385
512,-0.16819069
513,2.4964545
514,-6.4574575
515,-0.26690808
516,1.8812219
517,2.8327594
518,2.9910321
519,4.0380507
520,-4.738948
521,1.7712852
522,-6.762231
523,2.0591218
524,1.8736255
525,3.3164937
526,-1.1481166
527,2.6224432
528,2.1904094
529,2.8034647
530,2.1742442
531,0.8793634
532,2.011027
533,-5.622645
534,-2.282561
535,1.939396
536,-1.6350428
537,0.8293827
538,-1.3578929
539,3.9751647
540,-3.4999554
541,-3.3106925
542,3.092825
543,1.6331279
