-2.328261189763562911e+01,8.628743749848529987e+00,1.667416484629477935e+01,-3.083019540169018580e+00,7.836462158890424234e+01
-3.418661189763562902e+01,2.360134374984853167e+01,2.404416484629478035e+01,-3.446819540169018481e+00,6.277821588904241246e+00
-4.264641189763563034e+01,-2.142575625015146912e+01,1.790416484629477978e+01,-3.206119540169018567e+00,3.391521588904240936e+00
-9.621831189763562975e+01,9.704254374984853371e+01,2.797336484629477837e+01,-3.650519540169018473e+00,6.303521588904240858e+00
-1.845701189763563121e+01,9.089743749848530285e+00,1.281356484629477777e+01,-3.049319540169018516e+00,6.227202158890423789e+01
-2.821161189763563115e+01,2.531584374984852914e+01,1.975656484629477916e+01,-3.113219540169018362e+00,3.499772158890424123e+01
-1.232601189763563099e+01,6.608643749848529758e+00,1.130136484629477778e+01,-2.942419540169018521e+00,3.108702158890424272e+01
-1.965611189763562905e+01,1.039864374984852979e+01,1.277876484629477716e+01,-2.829219540169018554e+00,3.364021588904241078e+00
-4.210971189763563416e+01,2.185974374984852986e+01,1.014586484629477781e+01,-3.400819540169018662e+00,3.061872158890424345e+01
-1.844741189763563227e+01,-4.616756250151469843e+00,7.891564846294778057e+00,-2.672619540169018482e+00,2.361652158890424147e+01
-2.005651189763563025e+01,-6.002356250151470007e+00,1.244656484629477688e+01,-3.022519540169018359e+00,3.343342158890423832e+01
-1.415229118976356233e+02,-1.493984562501514688e+02,6.268356484629477876e+01,-3.633819540169018758e+00,6.508602158890424505e+01
-1.191759118976356291e+02,-1.276954562501514658e+02,5.627066484629477827e+01,-3.900319540169018495e+00,7.800742158890423639e+01
-2.593931189763562983e+01,1.111564374984853032e+01,1.571576484629477655e+01,-2.809319540169018747e+00,1.947021588904240819e+00
-5.878661189763563044e+01,5.272144374984853243e+01,2.649916484629477864e+01,-3.498319540169018360e+00,6.120021588904241305e+00
-3.450611189763563402e+01,-2.155305625015147086e+01,1.576626484629477609e+01,-3.298319540169018627e+00,5.824021588904241042e+00
-1.112689118976356326e+02,1.230695437498485347e+02,2.111416484629477708e+01,-3.367519540169018555e+00,3.677921588904240924e+00
-2.763791189763563239e+01,2.085124374984852835e+01,1.637036484629477684e+01,-3.197019540169018459e+00,5.440215889042409048e-01
-1.763291189763562983e+01,1.087434374984852958e+01,1.088696484629477723e+01,-2.959519540169018637e+00,4.707952158890423533e+01
-4.404901189763562996e+01,3.476194374984852686e+01,1.755256484629477853e+01,-3.260519540169018349e+00,4.544721588904240939e+00
-4.403021189763563115e+01,3.070804374984853169e+01,9.918964846294777260e+00,-3.250219540169018373e+00,5.733412158890423882e+01
-2.854381189763563142e+01,1.398034374984852946e+01,6.006064846294777659e+00,-2.811219540169018760e+00,8.388602158890424221e+01
-1.970141189763563005e+01,-1.075765625015147009e+01,7.616764846294778124e+00,-2.748919540169018738e+00,4.001472158890423714e+01
-1.148699118976356317e+02,1.087534437498485289e+02,2.756536484629477712e+01,-3.679219540169018643e+00,3.436272158890423611e+01
-9.028481189763563464e+01,-7.596155625015147450e+01,2.504006484629477924e+01,-3.502819540169018531e+00,1.110862158890424034e+01
-1.914411189763563215e+01,1.812684374984852909e+01,1.588426484629477642e+01,-2.979019540169018487e+00,2.142602158890424136e+01
-7.163011189763562925e+01,3.393224374984853142e+01,2.242286484629477883e+01,-3.288019540169018651e+00,2.655021588904241003e+00
